,id_str,created_at,full_text,sentiment,sentiment_label,sentiment_score
21,1483674441829666817,2022-01-19 05:35:26+00:00," i'll be watching neither.  avatar was utter trash that was a complete waste of time with nothing of value.  the story couldn't even be something original, instead, it just stole from other people.

aquaman 2 has amber heard.  nuff said.","[{'label': 'Negative', 'score': 0.9402212500572205}]",Negative,0.9402212500572205
22,1483670306577424385,2022-01-19 05:19:01+00:00, neither. can’t stand avatar and i will not support warner bros with their decision to keep amber heard attached to the project.,"[{'label': 'Negative', 'score': 0.915769100189209}]",Negative,0.915769100189209
23,1483665158530830336,2022-01-19 04:58:33+00:00, nope ....only avatar 2 ... not interested in watching amber heard's film. https://t.co/artg1b4xdu,"[{'label': 'Negative', 'score': 0.8788102865219116}]",Negative,0.8788102865219116
24,1483663812205109248,2022-01-19 04:53:12+00:00, 100% not watching aquaman in cinemas as long as they keep amber heard,"[{'label': 'Negative', 'score': 0.6647554039955139}]",Negative,0.6647554039955139
25,1483663533581955076,2022-01-19 04:52:06+00:00, well aquaman has amber heard so... https://t.co/03lyfeg2al,"[{'label': 'Neutral', 'score': 0.8868713974952698}]",Neutral,0.8868713974952698
26,1483662209376919553,2022-01-19 04:46:50+00:00, avatar sure. aquaman not so much. i refuse to put money towards anything with amber heard in it.,"[{'label': 'Negative', 'score': 0.7450049519538879}]",Negative,0.7450049519538879
27,1483829508037824516,2022-01-19 15:51:37+00:00, not if amber heard is in aquaman,"[{'label': 'Neutral', 'score': 0.8673170208930969}]",Neutral,0.8673170208930969
28,1483829441197486083,2022-01-19 15:51:21+00:00, just the one without amber heard,"[{'label': 'Neutral', 'score': 0.811600923538208}]",Neutral,0.811600923538208
29,1483828916649291776,2022-01-19 15:49:16+00:00, i’ll be watching both i don’t care for amber heard after what she did to johnny but i’ll be watching aquaman and the lost kingdom to see more of jason momoa as aquaman and hopefully some more of willem dafoe’s vulko.,"[{'label': 'Neutral', 'score': 0.7113311886787415}]",Neutral,0.7113311886787415
30,1483827117347553289,2022-01-19 15:42:07+00:00," only avatar, 
no aquaman because #amberheardisanabuser","[{'label': 'Neutral', 'score': 0.6916875839233398}]",Neutral,0.6916875839233398
31,1483826027650588673,2022-01-19 15:37:47+00:00," hah! it's pretty clear no one will be supporting aquaman 2 if it means condoning amber heard's lies and abuse. avatar 2, it is 😀","[{'label': 'Negative', 'score': 0.5440956950187683}]",Negative,0.5440956950187683
32,1483825096921739266,2022-01-19 15:34:05+00:00, i don’t like avatar but i hope aquaman is a flop. don’t support studios who support abusers like amber heard.,"[{'label': 'Negative', 'score': 0.9391780495643616}]",Negative,0.9391780495643616
33,1483823572384690178,2022-01-19 15:28:02+00:00," avatar maybe, aquaman definitely no. i refuse to watch amber heard!","[{'label': 'Negative', 'score': 0.8061134219169617}]",Negative,0.8061134219169617
34,1483822847910985732,2022-01-19 15:25:09+00:00,  good to know you wouldn't ever cast her! #justiceforjohnnydepp,"[{'label': 'Neutral', 'score': 0.41512274742126465}]",Neutral,0.41512274742126465
35,1483821777096691715,2022-01-19 15:20:54+00:00," avatar, all set on aquaman 2 with amber heard","[{'label': 'Neutral', 'score': 0.814820408821106}]",Neutral,0.814820408821106
36,1483818445376475136,2022-01-19 15:07:40+00:00," hell no. i’m very excited for avatar 2 since the first movie was ahead of it’s time in vfx and james cameron is quite cool and it was one of my fav movies growing up. but, aquaman? hell no not ever. if amber heard is in it then i’m not watching it. lmao i’m good.","[{'label': 'Positive', 'score': 0.9420099258422852}]",Positive,0.9420099258422852
37,1483817746202869762,2022-01-19 15:04:53+00:00, jim cameron will blow everybody away with #avatar2 that is for sure. unfortunately i can't watch #aquamanandthelostkingdom due to  continued association with a certain abuser amber heard.,"[{'label': 'Negative', 'score': 0.6961699724197388}]",Negative,0.6961699724197388
38,1483816075997421573,2022-01-19 14:58:15+00:00, definitely passing aquaman bc of amber heard,"[{'label': 'Neutral', 'score': 0.7434456944465637}]",Neutral,0.7434456944465637
39,1483815944417951747,2022-01-19 14:57:43+00:00," nah. avatar is hot trash &amp; amber heard is still in aquaman, so hard pass on that liar.","[{'label': 'Negative', 'score': 0.8983561396598816}]",Negative,0.8983561396598816
40,1483815527395078146,2022-01-19 14:56:04+00:00," a movie with amber turd in it?? no, thank you!!
#amberheardisanabuser https://t.co/ddttzn7cwj","[{'label': 'Negative', 'score': 0.6518319845199585}]",Negative,0.6518319845199585
41,1483814971808964609,2022-01-19 14:53:51+00:00, movies any ties with snake amber heard 👎,"[{'label': 'Neutral', 'score': 0.5553088784217834}]",Neutral,0.5553088784217834
42,1483814760760197123,2022-01-19 14:53:01+00:00, definitely not the one with amber heard in it...so avatar it is😅,"[{'label': 'Neutral', 'score': 0.577406644821167}]",Neutral,0.577406644821167
43,1483949577334104067,2022-01-19 23:48:44+00:00, these comments acting like their gonna stand out side every theater and fight anyone seeing aquaman 2💀 i don’t care about amber heard. aquaman 1 was phenomenal so im watching aquaman 2,"[{'label': 'Negative', 'score': 0.5491735935211182}]",Negative,0.5491735935211182
44,1483948517299306497,2022-01-19 23:44:31+00:00," this is your #mera 
amber heard is an abuser https://t.co/kecfrbrot6","[{'label': 'Negative', 'score': 0.7579036355018616}]",Negative,0.7579036355018616
45,1483945824337940487,2022-01-19 23:33:49+00:00, aquaman? the one with amber heard in it? nah i'll pass. not fond of abusers who get their victims blacklisted and get no punishment whatsoever for it.,"[{'label': 'Negative', 'score': 0.8723078966140747}]",Negative,0.8723078966140747
46,1483944483653881864,2022-01-19 23:28:29+00:00," i will not watch aquaman 
i don't support abusers, liars, fake activist and opportunists
i don't support who supports this woman.
#amberheardisanabuser 
#amberheardisaliar","[{'label': 'Negative', 'score': 0.9307209849357605}]",Negative,0.9307209849357605
47,1483942951277506566,2022-01-19 23:22:24+00:00," avatar of course!!! amber heard is unwatchable… and now with jm mess, i am not sure about him, either… not supporting zoe, maybe entangled with the turd…","[{'label': 'Negative', 'score': 0.8818670511245728}]",Negative,0.8818670511245728
48,1483942598100279298,2022-01-19 23:21:00+00:00, just avatar 2. i have no interest in watching amber heard on the big screen,"[{'label': 'Negative', 'score': 0.7762940526008606}]",Negative,0.7762940526008606
49,1483705667022032898,2022-01-19 07:39:31+00:00," as long as amber heard is in aquaman, then no.","[{'label': 'Neutral', 'score': 0.7758105993270874}]",Neutral,0.7758105993270874
50,1483705117849407490,2022-01-19 07:37:20+00:00," #justiceforjohnnydepp 
does that give you a clue which i'll be taking my family to?","[{'label': 'Neutral', 'score': 0.8142606616020203}]",Neutral,0.8142606616020203
51,1483704697391181826,2022-01-19 07:35:40+00:00,  and amber heard should stay out of it,"[{'label': 'Neutral', 'score': 0.5012678503990173}]",Neutral,0.5012678503990173
52,1483704524091310080,2022-01-19 07:34:59+00:00, nah- will not be watching aquaman 2 as they kept abuser &amp; fraud amber heard. absolutely appalled- she has done so many awful things &amp; continues to get away with it!,"[{'label': 'Negative', 'score': 0.9329731464385986}]",Negative,0.9329731464385986
53,1483704171886952453,2022-01-19 07:33:35+00:00, yeah i'm not gonna watch either. avatar bored me after i got over the environments. its a pretty movie...just not a lot else. and aquamarine still got amber heard and really after what she did im not watching anything having to do with her,"[{'label': 'Negative', 'score': 0.8780720829963684}]",Negative,0.8780720829963684
54,1483703124300861442,2022-01-19 07:29:25+00:00, i'll be watching the one that doesn't have amber heard in it,"[{'label': 'Neutral', 'score': 0.7056574821472168}]",Neutral,0.7056574821472168
55,1483701726624419840,2022-01-19 07:23:52+00:00, #boycottwb #boycottaquaman2 #justiceforjohnnydepp https://t.co/4vhjjcixhw,"[{'label': 'Negative', 'score': 0.7031445503234863}]",Negative,0.7031445503234863
56,1483701555014471681,2022-01-19 07:23:11+00:00," no way would l watch aquafish as it has an abuser in it. also, it is a wb product and i refuse to watch anything wb as they are an abuse apologists company. might watch avatar 2 but who knows what i am doing in 10 months. #boycottwb #boycottaquaman2 #justiceforjohnnydepp","[{'label': 'Negative', 'score': 0.9269639253616333}]",Negative,0.9269639253616333
57,1483701358578614274,2022-01-19 07:22:24+00:00," nope not either of them, i would watch aquaman but they refuse to take amber heard out of it, so no thanks","[{'label': 'Negative', 'score': 0.7853706479072571}]",Negative,0.7853706479072571
58,1483700384308903942,2022-01-19 07:18:32+00:00, part of me really wants the avatar 2 trailer to drop and it reveals to either also have amber heard in it or someone else like armie hammer,"[{'label': 'Positive', 'score': 0.6477691531181335}]",Positive,0.6477691531181335
59,1483700256898686981,2022-01-19 07:18:01+00:00, nobody is gonna go watch amber heard,"[{'label': 'Negative', 'score': 0.6220725774765015}]",Negative,0.6220725774765015
60,1483700208521592832,2022-01-19 07:17:50+00:00," aquaman left.... never gonna see it anyway cuz of amber heard

","[{'label': 'Negative', 'score': 0.7532994151115417}]",Negative,0.7532994151115417
61,1483698617051402240,2022-01-19 07:11:30+00:00, one has amber heard and the other one doesn’t.. neither..,"[{'label': 'Neutral', 'score': 0.7388598322868347}]",Neutral,0.7388598322868347
62,1483697423327408129,2022-01-19 07:06:46+00:00," will be watching avatar, will not watch aquaman 2 i do not support films with abusers and liars like amber heard","[{'label': 'Negative', 'score': 0.8587372899055481}]",Negative,0.8587372899055481
63,1483694060921630722,2022-01-19 06:53:24+00:00," amber heard is in aquaman 2 so i've no desire to watch that ever.  plus most dcu films suck.  

avatar 2, is nothing to be excited about, but who knows cameron is a master at his craft.","[{'label': 'Negative', 'score': 0.8378759026527405}]",Negative,0.8378759026527405
64,1483692612485799942,2022-01-19 06:47:39+00:00," avatar 2, i didn't like the first movie but the lack of amber heard in it sold me.","[{'label': 'Negative', 'score': 0.5653068423271179}]",Negative,0.5653068423271179
65,1483692057633845248,2022-01-19 06:45:26+00:00, avatar 2 duh. never supporting amber heard,"[{'label': 'Negative', 'score': 0.6958405375480652}]",Negative,0.6958405375480652
66,1483721009156947968,2022-01-19 08:40:29+00:00," nah, i'm good on the amber heard movie, avatar i've been waiting on forever and doesn't pander to the pos people","[{'label': 'Positive', 'score': 0.5097233057022095}]",Positive,0.5097233057022095
67,1483720982984634370,2022-01-19 08:40:23+00:00," most likely avatar. it's definitely peaked my interest recently.

i'll probably see aquaman straight after. but not if amber heard is still on it. that's just taking the piss.","[{'label': 'Negative', 'score': 0.6287149786949158}]",Negative,0.6287149786949158
68,1483716625857748994,2022-01-19 08:23:04+00:00, i'll be watching the one without amber heard.,"[{'label': 'Neutral', 'score': 0.8477239012718201}]",Neutral,0.8477239012718201
69,1483714017629597697,2022-01-19 08:12:42+00:00, whichever doesn't have amber heard,"[{'label': 'Neutral', 'score': 0.7253891229629517}]",Neutral,0.7253891229629517
70,1483713882937987072,2022-01-19 08:12:10+00:00, #amberheardisanabuser,"[{'label': 'Neutral', 'score': 0.9032965302467346}]",Neutral,0.9032965302467346
71,1483713801753141253,2022-01-19 08:11:51+00:00, the one that doesn't have that amber heard bitch,"[{'label': 'Negative', 'score': 0.6811668276786804}]",Negative,0.6811668276786804
72,1483713651584421888,2022-01-19 08:11:15+00:00, avatar 2 only because amber heard is in aquaman,"[{'label': 'Neutral', 'score': 0.8008639812469482}]",Neutral,0.8008639812469482
73,1483712837084008448,2022-01-19 08:08:01+00:00," them cgi blue people scare me.  i'm going with aquaman 2, at least it's got the hot amber heard in it https://t.co/1mwfy1stbp","[{'label': 'Negative', 'score': 0.4577101767063141}]",Negative,0.4577101767063141
74,1483710319784464387,2022-01-19 07:58:00+00:00, neither avatar is unnecessary and i’m not paying to see aquaman with amber heard!,"[{'label': 'Negative', 'score': 0.8433098793029785}]",Negative,0.8433098793029785
75,1483708376005627906,2022-01-19 07:50:17+00:00, both if amber heard is fired. if not then just avatar 2.,"[{'label': 'Neutral', 'score': 0.7669317722320557}]",Neutral,0.7669317722320557
76,1483707959683125248,2022-01-19 07:48:38+00:00, reminder that amber heard who plays mera in aquaman  is an abuser &amp; fraud. her victim is being punished whilst her abuse &amp; lies are being rewarded! she was arrested in 2009- spent a night in prison for dv- then abused her ex husband,"[{'label': 'Negative', 'score': 0.9145731925964355}]",Negative,0.9145731925964355
77,1483874459660558338,2022-01-19 18:50:14+00:00, nope. dont support abusive people like amber heard,"[{'label': 'Negative', 'score': 0.830197274684906}]",Negative,0.830197274684906
78,1483874256542916612,2022-01-19 18:49:26+00:00," considering #amberheard is in fish boy movie absolutely no way i’m watching it so it’s avatar 2 all the way 
#amberheardisanabuser","[{'label': 'Negative', 'score': 0.6984835267066956}]",Negative,0.6984835267066956
79,1483873441107386377,2022-01-19 18:46:12+00:00, not watching aquaman in theatre cause of amber heard and avatar 2 is way too late,"[{'label': 'Negative', 'score': 0.7861220836639404}]",Negative,0.7861220836639404
80,1483868859975311364,2022-01-19 18:27:59+00:00,"  if they both good i ll watch both, i'm why should i fuck with everyone's paycheck cuz of amber heard ? cancel culture can think smarter than that.😕","[{'label': 'Negative', 'score': 0.6360361576080322}]",Negative,0.6360361576080322
81,1483868779524329479,2022-01-19 18:27:40+00:00, why would anyone watch aquaman 2 and give amber heard $ on her backend-studio pay cut when she fully admitted to stealing money from chla? stiffed sick and dying kids? and abused johnny depp? and lied about it?,"[{'label': 'Negative', 'score': 0.8866788744926453}]",Negative,0.8866788744926453
82,1483866512297365508,2022-01-19 18:18:40+00:00, both. because i'm not gonna pretend that amber heard invented domestic violence and is the only working actor in a comic book movie that has engaged in it.,"[{'label': 'Negative', 'score': 0.5625231266021729}]",Negative,0.5625231266021729
83,1483865873991417858,2022-01-19 18:16:07+00:00," sorry, i despise amber heard more than i love jason momoa so i won’t ever watch aquaman.","[{'label': 'Negative', 'score': 0.9040145874023438}]",Negative,0.9040145874023438
84,1483864602517647363,2022-01-19 18:11:04+00:00, think it's fair to say millions won't be watching aquaman b/c the violent lying golddigger amber heard is in it. i won't be watching it either.,"[{'label': 'Negative', 'score': 0.8894943594932556}]",Negative,0.8894943594932556
85,1483862307880984580,2022-01-19 18:01:57+00:00," nope, because amber heard is in  and she's an admitted abuser. i won't see the next fantastic beasts movie either since   fired johnny depp! #justiceforjohnnydepp","[{'label': 'Negative', 'score': 0.935225784778595}]",Negative,0.935225784778595
86,1483861770460672010,2022-01-19 17:59:49+00:00, neither - not avatar because i thought the first one was crap and not aquaman because i prefer abusive a***holes who lie about donating to sick children to be in jail not on a cinema screen. (i am talking about amber heard just in case no one knows what she's been up to),"[{'label': 'Negative', 'score': 0.9028568267822266}]",Negative,0.9028568267822266
87,1483691390026588161,2022-01-19 06:42:47+00:00, definitely not going to watch it if amber heard is in aquaman. justice for johnny depp,"[{'label': 'Negative', 'score': 0.7988554239273071}]",Negative,0.7988554239273071
88,1483690929106079745,2022-01-19 06:40:57+00:00," neither. both of them gon be trash, amber heard in aquaman 2🤮🤮🤮","[{'label': 'Negative', 'score': 0.9294473528862}]",Negative,0.9294473528862
89,1483687546362155008,2022-01-19 06:27:31+00:00,  what’s wrong with amber heard?,"[{'label': 'Negative', 'score': 0.6493187546730042}]",Negative,0.6493187546730042
90,1483687267298328579,2022-01-19 06:26:24+00:00, if you’re going to watch aqua man i don’t fuck with you. me and my homies hate amber heard,"[{'label': 'Negative', 'score': 0.9220860600471497}]",Negative,0.9220860600471497
91,1483685883282866176,2022-01-19 06:20:54+00:00," in a perfect world, i'd watch both. amber heard's career still continuing proves that we don't live in a perfect world.","[{'label': 'Neutral', 'score': 0.4187408685684204}]",Neutral,0.4187408685684204
92,1483684805854248960,2022-01-19 06:16:37+00:00, i'll see aquaman if they fire amber heard but i'm sure we're already too far last that point. no avatar for me thank you because fuck james cameron and fuck the first movie that shit was lame,"[{'label': 'Negative', 'score': 0.8783851265907288}]",Negative,0.8783851265907288
93,1483683782951645184,2022-01-19 06:12:34+00:00,"  hey  everybody look, he no wanted to see the movie because amber heard is in... https://t.co/gszudpuj5i","[{'label': 'Neutral', 'score': 0.5174229741096497}]",Neutral,0.5174229741096497
94,1483683247347359749,2022-01-19 06:10:26+00:00, eww. aquamam 1 was surprisingly watchable but no thanks to supporting amber heard and fuck avatar honestly,"[{'label': 'Negative', 'score': 0.928564190864563}]",Negative,0.928564190864563
95,1483681072764403714,2022-01-19 06:01:47+00:00," i'll not be watching aquaman ever. love jason, but he should've stood with johnny and not made the film with the abuser amber heard. with all the cancellations and #metoo news - it's absurd that she's getting a pass.

avatar on the other hand - been waiting a long time to see it.","[{'label': 'Negative', 'score': 0.8564620614051819}]",Negative,0.8564620614051819
96,1483680850013208576,2022-01-19 06:00:54+00:00, i might be watching neither #justiceforjohnnydepp #rehireginacarano #welovecaradune #istandwithginacarano,"[{'label': 'Neutral', 'score': 0.6544285416603088}]",Neutral,0.6544285416603088
97,1483680179759325184,2022-01-19 05:58:14+00:00, amber heard. https://t.co/3xi7sw0ekr,"[{'label': 'Neutral', 'score': 0.8479642868041992}]",Neutral,0.8479642868041992
98,1483679511392645121,2022-01-19 05:55:35+00:00,  was waiting for someone to say this! #justiceforjohnnydepp,"[{'label': 'Positive', 'score': 0.4576714038848877}]",Positive,0.4576714038848877
99,1483678912534229012,2022-01-19 05:53:12+00:00," definitely watching for more jason momoa hehehe. idk about amber tho...#justiceforjohnnydepp  i never really liked the first avatar, and it's been so long since the first one came out; not sure if a lot of people will really like/care about it tbh.","[{'label': 'Positive', 'score': 0.5309829711914062}]",Positive,0.5309829711914062
100,1483935644736962560,2022-01-19 22:53:22+00:00," screw amber heard, avatar 2 is my choice.","[{'label': 'Neutral', 'score': 0.4587305784225464}]",Neutral,0.4587305784225464
101,1483935066803875840,2022-01-19 22:51:04+00:00," neither. i won’t support amber heard, and i also won’t support a sequel of a movie that had me falling asleep in the movie theater.","[{'label': 'Negative', 'score': 0.8780494928359985}]",Negative,0.8780494928359985
102,1483935065432367104,2022-01-19 22:51:04+00:00," considering that ah is still in aquaman 2, i'd rather watch avatar.
because after what was revealed about ah and what she did on johnny depp, i have no interest to see anything she does. nor do hundreds of millions of people worldwide.
#justiceforjohnnydepp 1/ https://t.co/cscaycak8z","[{'label': 'Negative', 'score': 0.8139669299125671}]",Negative,0.8139669299125671
103,1483934852613386242,2022-01-19 22:50:13+00:00, avatar 2 highly likely. aquaman 2 is a hell no!! not paying to see that movie with amber heard involved in it.,"[{'label': 'Negative', 'score': 0.9061015844345093}]",Negative,0.9061015844345093
104,1483934103644876800,2022-01-19 22:47:15+00:00, avatar 2 because i’m not supporting an abuser like amber heard,"[{'label': 'Negative', 'score': 0.8385787606239319}]",Negative,0.8385787606239319
105,1483930197535735812,2022-01-19 22:31:43+00:00, aquaman? not a chance in hell i will sit &amp; watch a movie that knowingly and willingly employs and glorifies a narcissistic domestic abuser. #justiceforjohnnydepp #justicefortruevictims #amberheardisanabuser #boycottwarnerbros #boycottanythinginvolvingabuserheard https://t.co/21cqqjpg53,"[{'label': 'Negative', 'score': 0.9025201201438904}]",Negative,0.9025201201438904
106,1483926086631276548,2022-01-19 22:15:23+00:00," not watching aquaman, b/c 💩is making it turdy, avatar for me. #justiceforjohnnydepp","[{'label': 'Negative', 'score': 0.9054452776908875}]",Negative,0.9054452776908875
107,1483924953171111937,2022-01-19 22:10:53+00:00, amber heard will get my support for sure,"[{'label': 'Positive', 'score': 0.8322789669036865}]",Positive,0.8322789669036865
108,1483730620325179395,2022-01-19 09:18:40+00:00, #boycottwb #amberheardisanabuser #amberheardperjury,"[{'label': 'Negative', 'score': 0.9049769639968872}]",Negative,0.9049769639968872
109,1483730253457813507,2022-01-19 09:17:13+00:00," hahha, no way. i will watch avatar 2 several times (as the first one) in cinema, no point to waste money on a movie where they promote an abuser #amberheardisanabuser","[{'label': 'Negative', 'score': 0.6821471452713013}]",Negative,0.6821471452713013
110,1483730037811519488,2022-01-19 09:16:22+00:00," not going to watch abuser amber heard.  #amberheardisanabuser 
#amberheard","[{'label': 'Negative', 'score': 0.9020765423774719}]",Negative,0.9020765423774719
111,1483727216357875719,2022-01-19 09:05:09+00:00," neither
... 

nothing with #amberheardisaliar will i ever watch again. i dont care if it was a phase 2 of mcu and she was in 3 integral parts to the entirity!!! i'd just be lost for the end. i wouldn't care if you paid me!! i wouldn't watch her......","[{'label': 'Negative', 'score': 0.8925952315330505}]",Negative,0.8925952315330505
112,1483724388985880580,2022-01-19 08:53:55+00:00, only watching avatar 2 and hoping amber heard's character gets killed off in the in the 1st 5 mins. of aquaman,"[{'label': 'Neutral', 'score': 0.507183313369751}]",Neutral,0.507183313369751
113,1483724216314777605,2022-01-19 08:53:14+00:00," i'll watch avatar in theaters but aquaman, the problem is amber heard who the media dolled up and helped destroy johnny depp, no! not getting away with it, she better reconcile with depp and help him get his career back or she's loosing hers as well because i can't stand her.","[{'label': 'Negative', 'score': 0.7927784323692322}]",Negative,0.7927784323692322
114,1483722555361939457,2022-01-19 08:46:38+00:00, i won’t watch anything with amber heard. #justiceforjohnnydepp,"[{'label': 'Negative', 'score': 0.8579661846160889}]",Negative,0.8579661846160889
115,1483722551406866432,2022-01-19 08:46:37+00:00," personally couldn't give less of a shit about avatar franchise, but aquaman? only if they make a last minute decision to scrap amber heard","[{'label': 'Negative', 'score': 0.8766618371009827}]",Negative,0.8766618371009827
116,1483722356656902146,2022-01-19 08:45:50+00:00, since amber heard is in aquaman 2 i will not be supporting a movie with a abuser in it #justiceforjohnnydepp,"[{'label': 'Negative', 'score': 0.8734519481658936}]",Negative,0.8734519481658936
117,1483783833367592963,2022-01-19 12:50:07+00:00, nope. one's a sequel to the most generic sci-fi blockbuster of the last decade and the other features amber heard. i'm perfectly fine with skipping them both.,"[{'label': 'Negative', 'score': 0.5363075733184814}]",Negative,0.5363075733184814
118,1483782804009795591,2022-01-19 12:46:02+00:00," is amber heard still attached to aquaman? if so, that's a no.","[{'label': 'Negative', 'score': 0.6259831786155701}]",Negative,0.6259831786155701
119,1483782174411309057,2022-01-19 12:43:32+00:00, well one of them has amber heard sooo.... https://t.co/lmy19kp4ew,"[{'label': 'Neutral', 'score': 0.910302996635437}]",Neutral,0.910302996635437
120,1483781553935335426,2022-01-19 12:41:04+00:00, if aquaman has amber heard in it than i will be giving it a miss,"[{'label': 'Neutral', 'score': 0.6901015043258667}]",Neutral,0.6901015043258667
121,1483781285638467590,2022-01-19 12:40:00+00:00,"  true, i too won't be watching aquaman or any other amber heard film.","[{'label': 'Negative', 'score': 0.6347809433937073}]",Negative,0.6347809433937073
122,1483780963196940288,2022-01-19 12:38:43+00:00," even when i’m a huge dc fan, i can’t support aquaman 2 because of amber heard. i can’t give my money to a movie that have an actual abuser as co-protagonist. so, i chose avatar 2","[{'label': 'Negative', 'score': 0.8746613264083862}]",Negative,0.8746613264083862
123,1483777386231521282,2022-01-19 12:24:30+00:00, avatar 2. i have no interest watching aquaman 2 with amber heard in it. don’t get me started with ray fisher situation. i won’t be watching aquaman 2. this is me on december 16th going to see avatar 2. https://t.co/ar9e72ztlt,"[{'label': 'Negative', 'score': 0.839794397354126}]",Negative,0.839794397354126
124,1483776715927216132,2022-01-19 12:21:50+00:00, unfortunately i won't be watching aquaman since they decided to keep amber heard in it and she's a repulsive liar. #justiceforjohnnydepp #johnnydepp always!,"[{'label': 'Negative', 'score': 0.9454675912857056}]",Negative,0.9454675912857056
125,1483775084095438854,2022-01-19 12:15:21+00:00," i won't be supporting anything with amber heard involved, aquaman will flop..","[{'label': 'Negative', 'score': 0.8928345441818237}]",Negative,0.8928345441818237
